tour_id,title,rating,n_reviews,duration,is_pickup_offered,is_risk_free_cancellation,overview,starting_price_usd,duration_type
55,"San Francisco Chinatown and North Beach Highlights Walking Tour",NULL,0,3.5,0,1,"With so much to see and do in San Francisco, it can be very difficult to know where to start and how to plan an itinerary. This 3-hour tour is specifically designed to overcome this challenge and introduce visitors to the very best of San Francisco in the company of an expert local guide who knows everything and anything about the magical city. This thrilling one-of-a-kind walking tour doesn’t just show you the top highlights of San Francisco, but it immerses you in wonderful scenery and atmosphere that will make you too, leave your heart in San Francisco. This city has to be walked to be believed - with its spectacular streets, beautiful historic homes, hidden alleys, beautiful squares, hidden green spots with Redwood trees, lively locals, and exhilarating skyline views, this tour to the must-see San Francisco city landmark delves deep into the secrets and stories one of the most compelling, exciting, and majestic cities in the world.",NULL,"1-4 hours"
56,"Walking Tour of Nob Hill - Cable Cars, Luxury Hotels, French-Gothic Cathedral",5.0,2,2.0,0,1,"When Robert Louis Stevenson visited San Francisco in 1879, he declared, "Nob Hill, the Hill of Palaces, must certainly be counted the best part of San Francisco. It is here that millionaires gathered together, vying with each other in display". My Nob Hill tour is a 2-hour walking photo-shoot tour that starts with a Cable Car ride and a visit to a French Gothic Cathedral and ends at the Top of the Mark on the 19th floor of the InterContinental Mark Hopkins Hotel for photographs and beverages at sunset. The eclectic history of Nob Hill includes: * The Gold Rush (not the San Francisco 49r cheerleaders) * The Silver Bonanza (not including Ben Cartwright, Ben, Hoss or Little Joe) * The Transcontinental Railroad * The 1906 Earthquake and Fire, and * A spectacular French-Gothic design Episcopal Cathedral that took nearly 40 years to build. The opportunities for photography are endless on Nob Hill!",152.25,"1-4 hours"
57,"Private Half Moon Bay Coastal Delights Driving Tour",NULL,0,3.0,1,1,"World class private tour, completely controlled by you! Embark on an adventure like no other with Coastal Delights: Half Moon Bay Adventure! Brace yourself for a whirlwind experience filled with breathtaking landscapes, adrenaline-pumping activities, and mouthwatering cuisine. Ride the waves of the Pacific Ocean on a thrilling surfing expedition, explore mystical sea caves, and hike along rugged coastal trails unveiling awe-inspiring vistas. Indulge in the freshest seafood delicacies as you savor the local flavors and unwind in luxurious beachfront accommodations. Get ready to make memories that will last a lifetime on this unforgettable tour of Half Moon Bay's coastal treasures! Don't worry about other people, this tour is completely tailored to you with the Pintours App. With our app, you can pause the tour, and check out the locations as long as you want! You can skip a stop you don't like, and you have all the best information about each stop at your fingertips.",24.35,"1-4 hours"
58,"Private 4-hour Walking Tour of San Francisco with official tour guide",NULL,0,4.0,1,1,"Take 4 hours out of your busy schedule to enjoy a private walking tour of the most important highlights of San Francisco. We will arrange the meeting point at a centrally located meeting point and we will take you on this private tour. San Francisco is a unique and very famous city. Let us indulge you in this unique 2 hour experience to get to best of San Francisco that can be done walking. Amongst others, during your private walking tour you will enjoy: Queen Anne Hotel St Mary’s Cathedral Lafayette Park Painted Ladies Calvary Presbyterian Church Pacific Heights Golden Gate Bridge Mrs Doubtfire House Congregation Sherith Israel Cow Hollow Union Street - SAVE COVID-19 SAFE - As this is a private tour we take care of maintaining social distance",581.48,"1-4 hours"
59,"Cruise in comfort touring San Francisco Bay's majestic Bay views.",NULL,0,1.0,0,1,"Carmelita our beautiful and spacious Catalina 42 sail boat offers comfort while touring San Francisco Bay. Blue Bud, our Glacier bay 26 offers an enclosed, heated cabin to quickly get you around and see more sights the area has to offer. It is also a fabulous photo boat for your next event on the water event. Optional or add on for a 3 hour and typically a bit warmer tour will take you around the City, under the Bay bridge, through McCovey Cove and view of Chase Center. Other custom sailing trips include Sausalito, Angel Island, China Camp, Oakland Estuary or the Richmond Riviera with warmer sailing on the East side of Tiburon and San Rafael. Contact us so we can customize and create the on the water experience that is a perfect fit for your group of 6 or less.",217.50,"1-4 hours"
60,"Private Street Art Tour in San Francisco",NULL,0,3.0,1,1,"Experience the vibrant and dynamic street art scene of San Francisco on an immersive 3-hour tour that will take you on a journey through the city's colorful neighborhoods and hidden corners. Led by a knowledgeable guide, this tour offers a unique opportunity to explore the thriving urban art culture that breathes life into the city's walls. As you stroll through the bustling streets, you'll be captivated by the stunning and thought-provoking murals, graffiti, and street installations that adorn building facades, alleyways, and public spaces. Each artwork tells a story, representing the creative expression and diverse perspectives of the local artists who bring the city's walls to life.",199.60,"1-4 hours"
61,"Holiday Lights & Sites Lucky Tuk Tuk Tour in San Francisco",5.0,3,1.5,0,1,"What’s prettier than San Francisco by night? San Francisco during the holidays! Jump in a Tuk Tuk, enjoy some holiday cheer, don a fuzzy santa hat, and sing some holiday tunes, as you take in the incredible sights. The Tuk Tuk provides an up-close and personal vantage point you’ll never get from a tour bus. Enjoy our entertaining tour guides while this modern-day rickshaw takes you to festive scenes and towering holiday trees at Union Square & PIER 39. Only in December, see San Francisco at its seasonal best! Feast your eyes on the festive lights and drink in some holiday cheer on board our delightful electric vehicles! Includes one quick stop at The Fairmont Hotel on Nob Hill to check out their amazing 2-Story Gingerbread House. Your tour starts at Umbrella Alley in Fisherman’s Wharf. Holiday Tours are limited to five riders per Tuk Tuk (6 guests ok with a group that includes children and adults) No children in laps. Larger groups can reserve multiple Tuk Tuks.",NULL,"1-4 hours"
62,"Heart Of The City Bike Tour",5.0,73,4.0,0,1,"There’s no better way to immerse yourself in the magic of San Francisco than on a bicycle. The Classic is your introduction to the city’s colorful history and modern culture, with stops in its most vibrant neighborhoods, including the Mission, Castro, Haight-Ashbury, and Alamo Square/The Painted Ladies. We get to see Golden Gate Park as well.",NULL,"1-4 hours"
63,"Private Tour of San Francisco Iconic Sites and Local Charm",5.0,1,4.0,1,0,"Explore the heart of San Francisco with a local guide on a private tour designed to show you the city's magic. Delve into famous spots like the Golden Gate Bridge and Fisherman's Wharf, and uncover hidden treasures that only a true San Franciscan knows. Tailor your journey to your interests, and immerse yourself in the city's unique culture, history, and flavors. Explore the real San Francisco with me, where your journey will uncover hidden gems and authentic experiences that transcend typical tourist trails.",349.74,"1-4 hours"
64,"Private Tour Guide San Francisco with a Local: Kickstart your Trip",5.0,1,3.0,0,1,"If it’s your first time in San Francisco, you’ll want to get orientated and see the city’s iconic landmarks! But what if as well as this, you could get a local’s advice about where to go, what to eat and all the exciting possibilities awaiting you? With this experience you can! Discover hidden gems as well as San Francisco’s highlights and tourist sights, ticking the most famous landmarks off your bucket list while you explore the city with your host who’ll also reveal the best kept local secrets. Get familiar with the city, choose the area you’d like to explore and get ready to kickstart your adventure in SF!",117.78,"1-4 hours"
65,"San Francisco Golden Gate Park Tour",5.0,1,3.0,0,1,"What if you wandered through Golden Gate Park and stumbled upon its every secret? That’s what this is! The essential Golden Gate Park tour from the Haight to Ocean Beach.Golden Gate Park has a lot to offer, but the goal is to take you along the seldom traveled trails to showcase it’s hidden beauty. Starting off at the de Young Museum Observation tower you’ll enjoy a spectacular 360 degree panoramic view of San Francisco, Golden Gate Park, and The Bay. From there, we’ll make our way to the beautiful National Aids Memorial, sneak through the park’s many ecosystems, and spy on hundreds of flora & fauna like the great American bison, the spotted owl, and a slimy sweetheart, the banana slug. Looping lakes, open air plazas, and meaningful memorials speckle our journey through the park to the seaside. The massive Dutch Windmill and rolling sand dunes mark the end of our tour as we reach the Pacific Ocean. "Snack stops" made along the way at various Golden Gate Park food vendors!",56.55,"1-4 hours"
